djk_id	djk_text	eng_id	eng_text
8575	Namo Masaa Jesesi koti a toli taki: “On di fu den tu manpikin ya du san a dda wani?” We, ne den piki en taki: “Awan di be taki, a ná o go, ma toku a go moo lati.” Ne Masaa Jesesi taki: “We, fu tuu, mi e taigi u taki, den gaan polinen sama fu kondee o daai kon de a ini a Nyun Tii fu Masaa Gadu. Ma u dati o fika so.	8575	Whether of them twain did the will of his father? They say unto him, The first. Jesus saith unto them, Verily I say unto you, That the publicans and the harlots go into the kingdom of God before you.
8576	Bika u á si taki, Johanisi taki sani fu Masaa Gadu, ne den dati biibi, no? Weeno! Ma u dati si san pasa de, ne toku u seefi á wani daai libi fu biibi Johanisi.”	8576	For John came unto you in the way of righteousness, and ye believed him not: but the publicans and the harlots believed him: and ye, when ye had seen it, repented not afterward, that ye might believe him.
8577	Namo Masaa Jesesi taki baka taki: “Wan taa ageisi toli e kon ya, fu soi wan sani. Wan gaan masaa be abi wan goon, fu paandi wan sii enke doloifi. Ne a meke wan wooko sani poti ape, fu kwinsi a sii ya kon toon win. Soseefi a lontu a hii goon anga a hii wooko sani ya poti a ini dyali. Ne a meke wan hei osu go a tapu fu den wakiti man oli waki na a goon. Ne a kai wan duupu sama kon poti a hii wooko ya a den ana, fu du. Bika enseefi o go koi a taa kondee.	8577	Hear another parable: There was a certain householder, which planted a vineyard, and hedged it round about, and digged a winepress in it, and built a tower, and let it out to husbandmen, and went into a far country:
8578	Namo, den sii fu a goon be kon lepi. Na so a yuu doo, fu go booko den kwinsi toon win. Ne a gaan masaa sende en futuboi go a den sama, fu den sende fi en se gi en.	8578	And when the time of the fruit drew near, he sent his servants to the husbandmen, that they might receive the fruits of it.
8579	Ma den sama feti ogii ogii anga den futuboi fu a gaan masaa, di a sende go. Den fon afu, ne den naki taawan kii anga siton.	8579	And the husbandmen took his servants, and beat one, and killed another, and stoned another.
8580	Ma toku, a gaan masaa sende moo ipi futuboi go a den sama baka, fu meke den sama sende fi en se gi en. Ma den disi seefi go tuka anga a seefi ogii, di be miti den fosi futuboi di a masaa be sende go.	8580	Again, he sent other servants more than the first: and they did unto them likewise.
8581	“We, ne a gaan masaa luku taki: ‘Efu mi sende a manpikin fu miseefi go a den sama tu, da den o feele fu du ogii anga en, fu di na a manpikin di miseefi abi.’	8581	But last of all he sent unto them his son, saying, They will reverence my son.
8582	“Namo den sama si a manpikin e kon. Ne den taki: ‘Oho, luku anda! A gaan masaa sende a manpikin fi en seefi kon a leisi ya. We, disi na awan kodo manpikin di a dda abi, fu poti enke basi, fu taki, gi ala san a dda seefi abi. Meke u kii en, da a goon o fika gi wi.’	8582	But when the husbandmen saw the son, they said among themselves, This is the heir; come, let us kill him, and let us seize on his inheritance.
8583	We, ne den lulu a manpikin ya, fu te a kon doo. Ne den ali en puu a ini a goon tyai go kii.”	8583	And they caught him, and cast him out of the vineyard, and slew him.
8584	Namo, ne Masaa Jesesi koti a toli. Ne a akisi den taki: “San u pakisei a gaan masaa o du, te enseefi o kon a den sama ya?”	8584	When the lord therefore of the vineyard cometh, what will he do unto those husbandmen?
8585	Namo den piki en taki: “A gaan masaa ya ati musu boon tuutuu. Da a musu kii den takuu ati sama di be e luku a goon de. Soseefi, a o poti a goon a ini taa sama ana, di sa wani gi en, fi en se.”	8585	They say unto him, He will miserably destroy those wicked men, and will let out his vineyard unto other husbandmen, which shall render him the fruits in their seasons.
8586	Namo Masaa Jesesi taigi den baka taki: “U á leisi san sikiifi a Masaa Gadu Buku, no? A sikiifi taki: ‘Disi na a siton di meseeman be oli fu wan soso sani. Na dati daai kon toon a siton futu fu a hii osu. Na so Masaa du en wooko. A foondoo gi wi, fu si.’	8586	Jesus saith unto them, Did ye never read in the scriptures, The stone which the builders rejected, the same is become the head of the corner: this is the Lord's doing, and it is marvellous in our eyes?
8587	We, meke mi e taigi u! Masaa Gadu o fika u fu a peesi ya a wan se. Da a o komoto go anga a Nyun Tii fi en a taa taa foluku sama, di wani tan enke fa a wani.	8587	Therefore say I unto you, The kingdom of God shall be taken from you, and given to a nation bringing forth the fruits thereof.
8588	Bika sama di o kai na a siton ya tapu, o booko pisipisi. Soseefi, efu a siton ya kai a wan sama tapu, da a o masi a sama de fini fini.”	8588	And whosoever shall fall on this stone shall be broken: but on whomsoever it shall fall, it will grind him to powder.
8589	Namo den hei apaiti begiman anga den Faliseiman aliki den toli fu Masaa Jesesi ya, te a kaba. Ne den taki: “Na wi ai poti na ageisi toli de so.”	8589	And when the chief priests and Pharisees had heard his parables, they perceived that he spake of them.
8590	Da na leti ape kaba den be wani kisi Masaa Jesesi wanten. Ma den á kisi en ape. Bika den be e feele a foluku di e oli Masaa Jesesi enke wan apaiti takiman fu Masaa Gadu.	8590	But when they sought to lay hands on him, they feared the multitude, because they took him for a prophet.
8591	Namo Masaa Jesesi gi wan taa ageisi toli baka, fu leli den sama wan sani.	8591	And Jesus answered and spake unto them again by parables, and said,
8592	A taki: “A Nyun Tii fu Masaa Gadu tan enke fa a toli fu a kownu ya o waka. A kownu ya be abi wan manpikin. Ne a manpikin yuu kisi fu teke wan uman libi. Namo a kownu sete wan toow osu, fu oli gi en.	8592	The kingdom of heaven is like unto a certain king, which made a marriage for his son,
8593	Ala sani fu a fesa seeka te a kaba. Ne a kownu sende futuboi go kai wan paitei sama, fu kon nyan toow osu. Ma den sama ya á wani kon.	8593	And sent forth his servants to call them that were bidden to the wedding: and they would not come.
8594	A kownu sende futuboi ete wan leisi go kai den baka taki: ‘U kon! Mi seeka ala nyanyan sani, fu oli a feisiti kaba. Mi kii kaw anga taa taa fatu meti boli! U kon piisii na a fesa!’	8594	Again, he sent forth other servants, saying, Tell them which are bidden, Behold, I have prepared my dinner: my oxen and my fatlings are killed, and all things are ready: come unto the marriage.
8595	Ma winsi fa den futuboi go taki dati, toku den sama á wani kon. Bika den abi taa taa fuka e du. Taawan taki, ai go a goon. Taawan abi taa taa sowtu sani e du.	8595	But they made light of it, and went their ways, one to his farm, another to his merchandise:
8596	Wan paitei fu den sama dati kisi den futuboi fu a kownu di a sende go, wai kon. Ne den taki, den o mesaandi den. We, tuutuu den du anga den, te den kii son fu den seefi.	8596	And the remnant took his servants, and entreated them spitefully, and slew them.
8597	“Namo a kownu ati boon tuutuu. Ne a sende suudati go kii den sama di kii den futuboi fi en baka. Den suudati boon a hii foto fu den sama de paata a doti.	8597	But when the king heard thereof, he was wroth: and he sent forth his armies, and destroyed those murderers, and burned up their city.
8598	Namo a kownu kai wan duupu taa futuboi kon. Ne a taigi den taki: ‘Ala sani fu a feisiti de seeka seeka. Ma den sama di mi be kai fu kon, den á waiti fu kon doo ya.	8598	Then saith he to his servants, The wedding is ready, but they which were bidden were not worthy.
8599	Da u go waka na a hii ganda kai ibii sama di u si anda, fu kon nyan a feisiti.’	8599	Go ye therefore into the highways, and as many as ye shall find, bid to the marriage.
8600	“We, ne den wookoman go kai ala sama di den miti, fu go na a toow osu. Namo a toow osu bigi te, ai meke huuw anga sama. Bika ala sowtu sama be kon, bun ati wan anga takuu ati wan.	8600	So those servants went out into the highways, and gathered together all as many as they found, both bad and good: and the wedding was furnished with guests.
8601	“Namo a kownu seefi waka kon doo a ini a toow osu, fu luku sama di kon. Da a si taki, den sama wei toow osu koosi, fiti enke fa a mu de. Ma na wan kodo sama de ape á be wei bunbun koosi.	8601	And when the king came in to see the guests, he saw there a man which had not on a wedding garment:
8602	Namo a kownu go akisi a sama ya taki: ‘Mi baala? Na so yu wei kon a mi feisiti?’ Namo a sama taampu diin namo, a nái piki a kownu seefi.	8602	And he saith unto him, Friend, how camest thou in hither not having a wedding garment? And he was speechless.
8603	“We, ne a kownu sende en futuboi taki: ‘U kisi en! U tei en futu anga en ana! Da u iti en go na a gaan dunguu a doose anda. Na soso kee anga kaw tifi de anda.’ ”	8603	Then said the king to the servants, Bind him hand and foot, and take him away, and cast him into outer darkness; there shall be weeping and gnashing of teeth.
8604	Namo Masaa Jesesi koti a toli leti ape taki: “Na soseefi Masaa Gadu kai tyaipi tyaipi sama kon. Ma a ná ala den doo peesi, fu Masaa Gadu teke toon sama fi en seefi.”	8604	For many are called, but few are chosen.
8605	Namo den Faliseiman kon gwe. Ne den gwe go kai pakisei luku, fa fu akisi Masaa Jesesi wan sani, fu a piki fasi enseefi.	8605	Then went the Pharisees, and took counsel how they might entangle him in his talk.
8606	Namo den sende bakaman fu den go makandii anga wantu politikiman fu Kownu Helowdesi. Ne den taigi Masaa Jesesi taki: “Fa u sabi yu, da yu na wan gaan letiopu libisama! Yu e leli sama soso tuutuu sani fu Masaa Gadu. Soseefi yu nái kuutu konkuu. Bika yu e soi ibii sama di doo yu, leti san i mu soi en. Da i nái luku taki, disi ofu dati.	8606	And they sent out unto him their disciples with the Herodians, saying, Master, we know that thou art true, and teachest the way of God in truth, neither carest thou for any man: for thou regardest not the person of men.
8607	We! Taigi u, efu a de fanowdu fu u pai a moo gaan kownu a Loma Foto, a lantimoni.”	8607	Tell us therefore, What thinkest thou? Is it lawful to give tribute unto Caesar, or not?
8608	Ma ala fa den kon akisi Masaa Jesesi a sani ya, da a be sabi kaba taki, na wani den wani koli en, fu a piki sani di á bun. Namo a piki den taki: “U bidiigiman! Na wani u wani fasi mi kisi so?	8608	But Jesus perceived their wickedness, and said, Why tempt ye me, ye hypocrites?
8609	U tyai a pikin moni di u e pai a lantimoni seefi kon, gi mi, osi?” Namo den sama kon doo anga wan fu den moni ya Masaa Jesesi.	8609	Shew me the tribute money. And they brought unto him a penny.
8610	Ne a teke a moni luku, te a kaba. Ne a taki: “Sama na a sama, di fesi maiki na a moni tapu ya?”	8610	And he saith unto them, Whose is this image and superscription?
8611	We, ne den piki en taki: “A sama de? A fesi di maiki na a moni tapu de, na fu a moo gaan kownu a Loma Foto!” We, ne Masaa Jesesi piki den baka taki: “Efu ne en fesi de na a moni tapu, da a moni ne en sani! Da na musu u musu fu gi en, en sani di a abi! Ma san u dati abi fu gi Masaa Gadu, dati na san de fu Masaa Gadu. Na dati u mu gi Masaa Gadu.”	8611	They say unto him, Caesar's. Then saith he unto them, Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's.
8612	We, di Masaa Jesesi piki so, ne den foondoo, te ná sipowtu. Namo den fika en, ne den gwe.	8612	When they had heard these words, they marvelled, and left him, and went their way.
8613	A seefi dei de, ne a kulu fu den Saduseiman kon doo a Masaa Jesesi. Den sama ya e biibi taki, te wan sama dede, da a tan dede. Noiti moo a sa weki moo.	8613	The same day came to him the Sadducees, which say that there is no resurrection, and asked him,
8614	We, ne den taigi Masaa Jesesi taki: “Mosesi be fika wan weiti gi wi. Ai soi san fu du, te manengee dede fika en uman, sondee pikin. Da na a baala di a man ya abi fu teke a uman libi, fu meke pikin gi a dede baala.	8614	Saying, Master, Moses said, If a man die, having no children, his brother shall marry his wife, and raise up seed unto his brother.
8615	Ma yee ya! Seibin baala be de. Ne a moo gaan wan kon dede, fika en uman sondee pikin. Ne a baala di waka ne en baka teke a uman libi.	8615	Now there were with us seven brethren: and the first, when he had married a wife, deceased, and, having no issue, left his wife unto his brother:
8616	Baka wan pisiten, a baala de seefi kon dede, sondee pikin anga a uman. Meke u taki, a waka so anga ala den taa baala. Bika ala dede, sondee meke pikin anga a uman.	8616	Likewise the second also, and the third, unto the seventh.
8617	Da te fu kaba, a uman seefi kon dede tu.	8617	And last of all the woman died also.
8618	We, yu á taki, dedesama o weki wan dei baka, no? Da den seibin baala ya seefi musu weki tu. Da on di fu den seibin i pakisei taki, o abi a uman enke uman. Bika ala den seibin be libi anga en a ini den libiten.”	8618	Therefore in the resurrection whose wife shall she be of the seven? for they all had her.
8619	Namo Masaa Jesesi piki den taki: “U nái fusutan Masaa Gadu toli! Bika u á sabi san sikiifi a Masaa Gadu Buku. Soseefi u á sabi taki, Masaa Gadu abi makiti, fu du ala sani.	8619	Jesus answered and said unto them, Ye do err, not knowing the scriptures, nor the power of God.
8620	Bika i si den sama di o weki baka? Na Masaa Gadu Kondee a tapu den o go tan enke Masaa Gadu Kondee Basiya anda. Da fu teke uman ofu man libi, dati á sa de anda gi den moo.	8620	For in the resurrection they neither marry, nor are given in marriage, but are as the angels of God in heaven.
8621	Soseefi u á leisi san sikiifi fu dedesama a Masaa Gadu Buku, no? Bika Masaa Gadu taki de taki:	8621	But as touching the resurrection of the dead, have ye not read that which was spoken unto you by God, saying,
8622	‘Mi na a Gadu fu Abalaham, Isaki anga Jakopu.’ Da disi e soi taki Masaa Gadu a ná a Gadu fu sama di dede, da a kaba. Ma en na a Gadu fu sama di winsi den dede, toku den e libi ete.”	8622	I am the God of Abraham, and the God of Isaac, and the God of Jacob? God is not the God of the dead, but of the living.
8623	We, di Masaa Jesesi piki so, ne ala sama di be de ape foondoo, te ná sipowtu.	8623	And when the multitude heard this, they were astonished at his doctrine.
8624	Namo den Faliseiman seefi kon yee taki, Masaa Jesesi tapu den Saduseisama mofu, te den á poi piki en baka. Namo denseefi feti lon kon doo.	8624	But when the Pharisees had heard that he had put the Sadducees to silence, they were gathered together.
8625	Wan fu den, di be kon de na wan leliman fu Dyuweiti. Na dati go fii Masaa Jesesi mofu luku, fu a sa taki sani fasi enseefi.	8625	Then one of them, which was a lawyer, asked him a question, tempting him, and saying,
8626	Namo a akisi Masaa Jesesi taki: “On di fu den weiti fu Masaa Gadu moo bigi, fu oli?”	8626	Master, which is the great commandment in the law?
8627	We, ne Masaa Jesesi piki en taki: “Na di taki: ‘U mu lobi Masaa Gadu anga u hii ati, u hii fii anga u fusutan.’	8627	Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.
8628	Na dati na a weiti di moo bigi.	8628	This is the first and great commandment.
8629	Ma ete wan weiti de fanowdu fu oli enke dati tu. Dati taki: ‘U mu lobi ala taa sama enke fa u lobi u seefi.’	8629	And the second is like unto it, Thou shalt love thy neighbour as thyself.
8630	Bika na den tu weiti ya, na a hii mama fu den weiti di Mosesi anga taa taa fositen apaiti takiman fu Masaa Gadu be sikiifi.”	8630	On these two commandments hang all the law and the prophets.
8631	Namo, da den Faliseiman be de ape makandii kaba. Ne Masaa Jesesi seefi o go akisi den wan sani tu.	8631	While the Pharisees were gathered together, Jesus asked them,
8632	A taki: “Fa u membee fu a Kelestesi seefi? Sowtu gaansama bakaten paansu pikin a de?” Namo den piki en taki: “Na wan bakaten manpikin fu Kownu Dafeti paansu.”	8632	Saying, What think ye of Christ? whose son is he? They say unto him, The Son of David.
8633	Namo Masaa Jesesi piki baka taki: “Da saide a Apaiti Jeje fu Masaa Gadu be piki Kownu Dafeti seefi, fu kai a Kelestesi, Masaa? Bika Kownu Dafeti seefi be taki a ini Masaa Gadu Buku taki:	8633	He saith unto them, How then doth David in spirit call him Lord, saying,
8634	‘Masaa Gadu taigi mi Masaa taki: “Sidon a mi leti ana se ya, te enke mi poti ala yu feyanti a yu futu ondoo.” ’	8634	The LORD said unto my Lord, Sit thou on my right hand, till I make thine enemies thy footstool?
8635	Na so Dafeti seefi be kai a Kelestesi ‘Masaa.’ Da fa u ya sa taki, a Kelestesi na soso wan bakaten manpikin fu Kownu Dafeti paansu namo, da a kaba?”	8635	If David then call him Lord, how is he his son?
8636	We, di Masaa Jesesi kaba taki so, ne den á sabi san fu piki moo. Soseefi den e feele tu, fu sete taa sitee anga en, senten a dei de.	8636	And no man was able to answer him a word, neither durst any man from that day forth ask him any more questions.
8637	Namo, ne Masaa Jesesi daai taki anga a foluku fu kondee ape, makandii anga den bakaman fi en.	8637	Then spake Jesus to the multitude, and to his disciples,
8638	A taki: “Den leliman fu Dyuweiti anga den Faliseiman, teke Mosesi peesi tuu, fu leli sama dini Masaa Gadu.	8638	Saying, The scribes and the Pharisees sit in Moses' seat:
8639	Da u mu e teke san den e taki. Ma luku bun! U á mu teke a sowtu fasi, fa denseefi e libi. Bika den seefi nái waka enke a leli di den e gi.	8639	All therefore whatsoever they bid you observe, that observe and do; but do not ye after their works: for they say, and do not.
8640	Ma na taanga weiti den e poti gi sama, fu oli. Ma denseefi nái lobi wan finga a den weiti de, fu meke sama poi si a den, fa a weiti mu oli seefi.	8640	For they bind heavy burdens and grievous to be borne, and lay them on men's shoulders; but they themselves will not move them with one of their fingers.
8641	“Da na fu sama ain, meke den e du sani. Bika den e sikiifi Masaa Gadu weiti poti a pampila, tei na ana anga fesi ede. Soseefi den e wei apaiti sowtu koosi tu.	8641	But all their works they do for to be seen of men: they make broad their phylacteries, and enlarge the borders of their garments,
8642	Soseefi den e teke peesi sidon a den moo bunbun peesi fu tafaa sikin a ini keliki. Soseefi te feisiti doo, da na den e teke den moo bunbun peesi a tafaa sikin.	8642	And love the uppermost rooms at feasts, and the chief seats in the synagogues,
8643	Soseefi, den lobi te ala sama di miti anga den a wowoyo e kai den, Mesiti. Bika den wani ala sama e si den enke gaan bigiman.	8643	And greetings in the markets, and to be called of men, Rabbi, Rabbi.
8644	Ma u enke bakaman fu mi dati á mu tan enke den. Bika u ala ya dati na baala anga baala. Da u á mu meke taawan poti u e kai, Mesiti ya. Bika na wan kodo Masaa fu gi leli namo u ala de abi.	8644	But be not ye called Rabbi: for one is your Master, even Christ; and all ye are brethren.
8645	Soseefi, na wankodo Tata di de a tapu namo u ala de abi. Da u á mu si taawan ya enke a sowtu Tata de.	8645	And call no man your father upon the earth: for one is your Father, which is in heaven.
8646	Soseefi u á mu meke taawan poti u e kai, edeman fu gi leli, tu. Bika na mi, a Kelestesi wawan na a edeman, fu gi leli.	8646	Neither be ye called masters: for one is your Master, even Christ.
8647	Ma a wi mindii ya, efu yu wani de basi a taawan tapu, da na yu mu saka yuseefi e dini den taawan.	8647	But he that is greatest among you shall be your servant.
8648	Na sama di e saka denseefi so, na den Masaa Gadu o gi wan hei peesi. Ma Masaa Gadu o saka ala sama di e hei denseefi, poti a ondoo fu ala den taawan.”	8648	And whosoever shall exalt himself shall be abased; and he that shall humble himself shall be exalted.
8649	Soseefi Masaa Jesesi taki go doo taki: “Ma heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman! U taampu e tapu pasi gi den sama di wani kon a ini a Nyun Tii fu Masaa Gadu.	8649	But woe unto you, scribes and Pharisees, hypocrites! for ye shut up the kingdom of heaven against men: for ye neither go in yourselves, neither suffer ye them that are entering to go in.
8650	We! Heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman! U sidon e nyan ala sani fu pooti uman di man dede fika a ganda. Da u sidon e begi gaan lolo begi gi den baka, enke u na bunbun sama. We, den sani ya o meke Masaa Gadu gi u moo gaan sitaafu.	8650	Woe unto you, scribes and Pharisees, hypocrites! for ye devour widows' houses, and for a pretence make long prayer: therefore ye shall receive the greater damnation.
8651	“Fu tuu! Heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman! U e waka e lontu goontapu, fu suku sama tyai kon toon u bakaman. Da u e meke sowan sama kon ogii tu boo moo u seefi. Da enseefi e kon lepi fu go teke sitaafu a didibii faya, enke u de tu.	8651	Woe unto you, scribes and Pharisees, hypocrites! for ye compass sea and land to make one proselyte, and when he is made, ye make him twofold more the child of hell than yourselves.
8652	“Da heelu fu u! Bika u na beendiman di nái si, ma toku, u e suku fu tyai taawan waka a pasi. Bika u de ape e leli sama lei sani taki: ‘Den sa sweli taki, anga a nen fu a Mama Keliki taki, na so mi o du!’ Da efu den á du enke fa den be sweli, da a ná ogii. Ma san ogii, na te den be sa sweli taki, anga a nen fu gowtu di de a ini a Mama Keliki.	8652	Woe unto you, ye blind guides, which say, Whosoever shall swear by the temple, it is nothing; but whosoever shall swear by the gold of the temple, he is a debtor!
8653	We, u beendiman de! Na law u e law? U taigi mi! A Mama Keliki ofu a gowtu di de a ini, on di e meke a taawan toon apaiti sani gi Masaa Gadu?	8653	Ye fools and blind: for whether is greater, the gold, or the temple that sanctifieth the gold?
8654	U taki tu taki: ‘Sama sa sweli taki, anga a nen fu a apaiti begi tafaa pe den e poti meti boon, enke paiman gi Masaa Gadu.’ Da efu den á du enke fa den be sweli de, da a ná o ogii. Ma san ogii, na te den be sa sweli taki: ‘Anga a nen fu a meti di e boon enke paiman gi Masaa Gadu de.’	8654	And, Whosoever shall swear by the altar, it is nothing; but whosoever sweareth by the gift that is upon it, he is guilty.
8655	We! U na beendiman! Bika u piki mi! A meti di den poti e boon enke paiman gi Masaa Gadu ofu a apaiti begi tafaa? On di fu den tu e meke a taawan toon wan apaiti sani gi Masaa Gadu?	8655	Ye fools and blind: for whether is greater, the gift, or the altar that sanctifieth the gift?
8656	U nái si taki, na a apaiti begi tafaa e meke a meti toon wan apaiti sani gi Masaa Gadu, no? We, da efi i teke a apaiti begi tafaa sweli, da a meti seefi á de a ini a sweli tu, no?	8656	Whoso therefore shall swear by the altar, sweareth by it, and by all things thereon.
8657	Soseefi, efi i sweli taki: ‘Anga a nen fu a Mama Keliki.’ Da Masaa Gadu seefi de a ini a sweli de. Bika a dati na a tanpeesi fu Masaa Gadu.	8657	And whoso shall swear by the temple, sweareth by it, and by him that dwelleth therein.
8658	Soseefi, efi i sweli taki: ‘Anga a nen fu Masaa Gadu Kondee.’ Da Masaa Gadu seefi de a ini a sweli de. Bika na anda Masaa Gadu sidon ne en kownu sutuu, fu tii ala sani.	8658	And he that shall swear by heaven, sweareth by the throne of God, and by him that sitteth thereon.
8659	“We, heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman. U e du wan bun, te u goon nyanyan lepi. Bika ibii sani di a goon puu, da u e paati dati a ini tin pisi. Da u e teke wan fu den tin pisi tyai go gi Masaa Gadu, enke fa weiti taki. Ma u e wai a mama fu Masaa Gadu weiti seefi poti a wanse. Bika dati taki, u mu teke tyali ati anga letiopu fasi libi anga biibi Masaa Gadu tu. Na so u be mu libi, sondee fu fika bun, di u gwenti du de kaba.	8659	Woe unto you, scribes and Pharisees, hypocrites! for ye pay tithe of mint and anise and cummin, and have omitted the weightier matters of the law, judgment, mercy, and faith: these ought ye to have done, and not to leave the other undone.
8660	Ma tuutuu! U na tiiman di beendi fu si sani! U gei beendi sama di teke koosi, fu doo wataa puu ala pikin pikin feefee. Ma a nái si a gaan meti seefi di de a ini a wataa, fu puu. Ne di a nái si en, ne a misi diingi dati gwili.	8660	Ye blind guides, which strain at a gnat, and swallow a camel.
8661	“We, heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman. U gei sama di lobi wasi doose fu kan anga beenki, te a kiin. Ma ai e fika inise tyobo tyobo anga soso doti. Bika te sama luku u a doose, da u e gei kele kele letiopu libisama. Ma inise fu u lai anga soso ogii anga fufuu pakisei.	8661	Woe unto you, scribes and Pharisees, hypocrites! for ye make clean the outside of the cup and of the platter, but within they are full of extortion and excess.
8662	U beendi Faliseiman de! A be sa moo bun fu kiin inise fu u, da doose seefi be musu kon kiin tu.	8662	Thou blind Pharisee, cleanse first that which is within the cup and platter, that the outside of them may be clean also.
8663	“We, heelu fu u, leliman fu Dyuweiti anga Faliseiman! Bika u na bidiigiman. U gei wan geebi. U sabi te den wei geebi fu dedesama, te a kaba? Da doose e sete moi moi. Ma luku go a ini namo, i sa si! A fuu anga soso poli dede tingi sani.	8663	Woe unto you, scribes and Pharisees, hypocrites! for ye are like unto whited sepulchres, which indeed appear beautiful outward, but are within full of dead men's bones, and of all uncleanness.
8664	Bika te sama luku u de so, da u e gei kele kele letiopu libisama. Ma toku, lei manii anga soso ogii fuu u ati.	8664	Even so ye also outwardly appear righteous unto men, but within ye are full of hypocrisy and iniquity.
8665	“Leliman fu Dyuweiti anga Faliseiman! Heelu fu u! Bika u na bidiigiman. U e waka e wei den geebi fu den fositen apaiti takiman fu Masaa Gadu, te a moi. Soseefi u e go wei den geebi fu den taa taa letiopu sama.	8665	Woe unto you, scribes and Pharisees, hypocrites! because ye build the tombs of the prophets, and garnish the sepulchres of the righteous,
8666	Da, te u kaba wei den so, da u taampu e taki: ‘Kee! Na wi be mu de a libi na a ten fu wi avo gaansama, baa! Wegi! Da u á be o kii den apaiti takiman fu Masaa Gadu ya.’	8666	And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.
8667	We na useefi mofu e kai u seefi bakaten pikin enke paansu fu den fositen sama, di kii den apaiti takiman fu Masaa Gadu de. Da a ná abi misi! U na tuutuu baka bakaten paansu pikin fu den tuu.	8667	Wherefore ye be witnesses unto yourselves, that ye are the children of them which killed the prophets.
8668	Da meke ai piki gi u naamo, man! Bika na so u avo be sete. Da a kon, na u dati mu kii go doo, fu meke a doo maiki.	8668	Fill ye up then the measure of your fathers.
8669	“U takuu tetei sineki! Masaa Gadu o sitaafu u a didibii faya, tu! Fa u sa pakisei taki, Masaa Gadu sa fika u kookoo?	8669	Ye serpents, ye generation of vipers, how can ye escape the damnation of hell?
8670	Bika u seefi o du gaan ogii anga somen letiopu sama na a ten ya tu. Mi o sende somen sowtu wookoman fu mi kon a u. Da u o yaki den puu a ini den foto fu u. U o wipi somen fu den a ini den keliki osu fu u. Soseefi, u o sipikii somen fu den kii a koloisi tu.	8670	Wherefore, behold, I send unto you prophets, and wise men, and scribes: and some of them ye shall kill and crucify; and some of them shall ye scourge in your synagogues, and persecute them from city to city:
8671	Kaba! Da na leti fa u avo gaansama mu kisi sitaafu a Masaa Gadu, na a seefi fasi u dati sa fiti fu kisi sitaafu tu. Bika u ala o pai fu a buulu fu Abeli, a fosi letiopu sama di u be kii. U o pai fu dati te go doo a buulu fu Sakalia, a pikin fu Belekiya di u be kii koosube fu a apaiti begi tafaa a Mama Keliki.	8671	That upon you may come all the righteous blood shed upon the earth, from the blood of righteous Abel unto the blood of Zacharias son of Barachias, whom ye slew between the temple and the altar.
8672	Fu tuu! U mu aliki bun san mi e taki ya! Bika u sama fu a ten ya seefi o kisi a sitaafu di mi taki de tu.”	8672	Verily I say unto you, All these things shall come upon this generation.
8673	Namo Masaa Jesesi daai wasikoi den sama fu Jelusalem Foto taki: “Den sama fu Jelusalem Foto! A ná u dati e waka e kii somen apaiti takiman fu Masaa Gadu, no? Weeno! U e naki somen sama di Masaa Gadu sende kon, fu taki sani fu Masaa Gadu, kii anga siton. Ma i sabi onmen leisi, mi ya suku, fu meke u ali kon tan a mi ondoo, meke mi solugu. Bika mi be wani poti u solugu a mi ondoo, enke fa mama foo e tapu en pikin solugu. Ma kweti! U á wani dati.	8673	O Jerusalem, Jerusalem, thou that killest the prophets, and stonest them which are sent unto thee, how often would I have gathered thy children together, even as a hen gathereth her chickens under her wings, and ye would not!
8674	Na dati meke Masaa Gadu o fika u.	8674	Behold, your house is left unto you desolate.
8675	Da u ná o si mi moo, te enke u sa bali taki: ‘Seigi fu Awan di e kon a ini a nen fu Masaa.’ ”	8675	For I say unto you, Ye shall not see me henceforth, till ye shall say, Blessed is he that cometh in the name of the Lord.
8676	Namo Masaa Jesesi waka go a doose fu a Mama Keliki. We, ne den bakaman fi en seefi teke ne en baka. Da den e gi toli anga Masaa Jesesi. Soseefi den e soi en taki, a Mama Keliki na wan tuutuu moi osu.	8676	And Jesus went out, and departed from the temple: and his disciples came to him for to shew him the buildings of the temple.
8677	Ma Masaa Jesesi piki den taki: “U si fa a moi tuu? Ma fu tuu a ná o taampu ape moi moi so, go doo. Bika fetiman o komoto kon lulu lulu en booko doo doti.”	8677	And Jesus said unto them, See ye not all these things? verily I say unto you, There shall not be left here one stone upon another, that shall not be thrown down.
