gcf_id	gcf_text	fra_id	fra_text
8040526	An ni swasanntwazan.	8040593	J'ai soixante-trois ans.
8040538	An ni swansantéennan.	8040600	J'ai soixante et un ans.
8041471	Yo ka alé an lanmès.	8041473	Ils vont à la messe.
8041578	An konmansé konpwann.	13832	Je commence à comprendre.
8041591	Sa posib.	2397230	C'est possible.
8041600	An ka chèché zanmi.	8041618	Je cherche des amis.
8041605	An ka chèché sé nonm-la.	8041638	Je cherche les hommes.
8041691	Ou ni bon vlen ?	8041692	As-tu du bon venin ?
8041699	Kaz !	484553	Maison !
8041701	Chat !	484575	Chat !
8041733	Osi.	1116972	Aussi.
8041736	Adiyé !	1143424	Adieu !
8041752	Non ?	1158516	Non ?
8041801	Ban mwen sèl-la.	8041803	Donne-moi le sel.
8041807	Ban mwen diksyonnè-la.	8041816	Donne-moi le dictionnaire.
8041809	Ban mwen vè-la.	8041817	Donne-moi le verre.
8041806	Ban mwen kouto-la.	8041819	Donne-moi le couteau.
8041805	Ban mwen salad-la.	8041822	Donne-moi la salade.
8041866	Ban mwen ti liv la.	8041867	Donne-moi le petit livre.
8041862	Ban mwen fomaj-la.	8041870	Donne-moi le fromage.
8041861	Ban mwen abajou-la.	8041875	Donne-moi l'abat-jour.
8041858	Ban mwen bwèt-la.	8041880	Donne-moi la boîte.
8041856	Ban mwen kayé-la.	4115144	Donne-moi le cahier.
8041855	Ban mwen liv-la.	8041890	Donne-moi le livre.
8041853	Ban mwen fouchèt-la.	8041893	Donne-moi la fourchette.
8041835	Ban mwen kywiyè-la.	8041896	Donne-moi la cuiller.
8041835	Ban mwen kywiyè-la.	1012323	Donne-moi la cuillère.
8041828	Ban mwen pen-la.	8041899	Donne-moi le pain.
8041826	Ban mwen boutèy-la.	8041902	Donne-moi la bouteille.
8041911	Ban mwen ti kayé lasa.	8041912	Donne-moi ce petit cahier.
8041909	Ban mwen ti fwi lasa.	8041914	Donne-moi ce petit fruit.
8041905	Ban mwen ti kayé la.	4115144	Donne-moi le cahier.
8041924	Ban mwen ti pen lasa.	8041930	Donne-moi ce petit pain.
8041926	Ban mwen ti fwi la.	8041933	Donne-moi le petit fruit.
8042123	Ba Èstéfann ponm-la.	8042124	Donne la pomme à Stéphane.
8042126	Ba Jàn boutèy-lasa.	8042128	Donne cette bouteille à Jeanne.
8042106	Ba yo chèz-la.	8042134	Donne-leur la chaise.
7850553	Tinon an mwen sé Nami.	8042135	Je m'appelle Nami.
8041985	Ban mwen bwèt-lasa.	8042136	Donne-moi cette boîte.
8042035	Ban mwen sé chèz-la.	8042137	Donne-moi les chaises.
8042073	Ban'y liv-lasa.	8042139	Donne-lui ce livre.
8041951	Ban mwen abajou-lasa.	8042140	Donne-moi cet abat-jour.
8042075	Ban'y sé liv-la.	8042141	Donne-lui les livres.
8042024	Ban mwen sé kayé-la.	8042142	Donne-moi les cahiers.
8042050	Ban mwen sé fouchèt-la.	8042143	Donne-moi les fourchettes.
8042163	An enmé chanté-lasa.	1804524	J'aime cette chanson.
8042164	An enmé siléma-lasa.	8042167	J'aime ce cinéma.
8042164	An enmé siléma-lasa.	2946509	J'aime ce film.
8042244	I maké kat bi an match-la.	8042246	Il a marqué trois buts pendant le match.
8042247	An bizwen vwè'w.	8042249	J'ai besoin de te voir.
8042365	An pa ka pwan sa pou moun anmèwdé mwen.	8042368	Je n'accepte pas qu'on m'embête.
8042370	Ka ou annimé konsa ?	8042371	Pourquoi es-tu excité comme ça ?
8042372	Yo manjé anni dé patat.	8042373	Ils n'ont mangé que deux patates douces.
8042381	An enmé patat.	8042388	J'aime les patates douces.
8042398	Motè lasa ka fè dis anpè.	8042404	Ce moteur fait dix ampères.
8042195	Yo enmé chanté.	6857499	Ils aiment chanter.
8042097	Ba yo pen-la.	8046902	Donne-leur le pain.
8042091	Ba yo sé liv-la.	8046905	Donne-leur les livres.
8041973	Ban mwen ti liv lasa.	8046908	Donne-moi ces petits livres.
8042094	Ba yo sak-lasa.	8046910	Donne-leur ce sac.
8042112	Ba yo téléfòn-la.	8046912	Donne-leur le téléphone.
8042202	Ou enmé dansé.	8046913	Tu aimes danser.
8042071	Ban'y liv-la.	8046915	Donne-lui le livre.
8048975	Ou ka étidyé chak jou ?	541189	Étudies-tu chaque jour ?
8048976	Zò ka étidyé chak jou ?	541192	Étudiez-vous chaque jour ?
8048977	Zòt ka étidyé chak jou ?	541192	Étudiez-vous chaque jour ?
8048980	Ponmlé'w toulé jou.	554712	Promène-toi chaque jour.
8048984	Ponmlé'w chak jou.	554712	Promène-toi chaque jour.
8048988	Ou ka étidyé toulé jou ?	541189	Étudies-tu chaque jour ?
8048991	Tòm ka najé chak jou.	5284828	Tom nage chaque jour.
8048992	Tòm ka najé toulé jou.	5284828	Tom nage chaque jour.
8048994	An ka pléwé toulé jou.	5606059	Je pleure chaque jour.
8048997	Mwen ka pléwé chak jou.	5606059	Je pleure chaque jour.
8049002	I ka pwiyédyé chak jou.	7537143	Il prie chaque jour.
8049003	I ka pwiyédyé toulé jou.	7537143	Il prie chaque jour.
8049018	An ka sonjé'y chak jou.	896330	J'y pense chaque jour.
8049021	Mwen ka sonjé'y toulé jou.	896330	J'y pense chaque jour.
8049026	An k'ay najé toulé jou.	1225200	Je vais nager chaque jour.
8049029	Mwen k'ay najé chak jou.	1225200	Je vais nager chaque jour.
8049031	Ou ka fè sa chak jou ?	1286651	Fais-tu cela chaque jour ?
8049033	Ou ka fè sa toulé jou ?	1286651	Fais-tu cela chaque jour ?
8049035	Zò ka fè sa chak jou ?	1286652	Faites-vous cela chaque jour ?
8049050	Zòt ka fè sa toulé jou ?	1286652	Faites-vous cela chaque jour ?
8049055	An ka wazé mwen chak jou.	6555426	Je me rase chaque jour.
8049056	Mwen ka wazé mwen toulé jou.	6555426	Je me rase chaque jour.
8049066	An ka lavé lenj an mwen chak jou.	5252163	Je lave mes habits chaque jour.
8049068	Mwen ka lavé lenj an mwen toulé jou.	5252163	Je lave mes habits chaque jour.
8049068	Mwen ka lavé lenj an mwen toulé jou.	5252165	Je lave mes vêtements chaque jour.
8049066	An ka lavé lenj an mwen chak jou.	5252165	Je lave mes vêtements chaque jour.
8049148	Tòm ka li jounal-la chak jou.	5254242	Tom lit le journal chaque jour.
8049149	Tòm ka li jounal-la toulé jou.	5254242	Tom lit le journal chaque jour.
8049189	Si mwen ka li kenz paj chak jou...	1171945	Si je lis chaque jour quinze pages...
8049190	Si an ka li kenz paj toulé jou...	1171945	Si je lis chaque jour quinze pages...
8049191	Manman mwen ka lavé lenj chak jou.	5252179	Ma mère lave les vêtements chaque jour.
8049192	Manman mwen ka lavé lenj toulé jou.	5252179	Ma mère lave les vêtements chaque jour.
8049193	Ou ka kouwi toulé jou ?	5336120	Est-ce que tu cours chaque jour ?
8049194	Ou ka kouwi chak jou ?	5336120	Est-ce que tu cours chaque jour ?
8049195	An livè, lapli ka tonbé onlo toulé jou.	7584074	En hiver, il pleut beaucoup chaque jour.
8049196	An livè, lapli ka tonbé onpil chak jou.	7584074	En hiver, il pleut beaucoup chaque jour.
8049206	Météwo-la anonsé on bèl wikenn.	8049207	La météo prévoit un beau week-end.
8049209	Sé on bon kavalyé toubòlman.	8049222	C'est un très bon cavalier.
8049210	Sé on bon dansè toubòlman.	8049224	C'est un très bon danseur.
8049211	Sé on bon chantè toubòlman.	8049225	C'est un très bon chanteur.
8049212	Sé on bon dansèz toubòlman.	8049226	C'est une très bonne danseuse.
8049214	Sé on bon chantèz toubòlman.	8049229	C'est une très bonne chanteuse.
8049217	Sé on bon najè toubòlman.	8049230	C'est un très bon nageur.
8049219	Sé on bon najèz toubòlman.	8049232	C'est une très bonne nageuse.
8049220	Sé on bon kavalyèz toubòlman.	8049233	C'est une très bonne cavalière.
8049221	Sé on bon mizisyen toubòlman.	131245	C'est un très bon musicien.
8049237	Lajan pa ka achté lanmou.	429025	L'argent ne fait pas le bonheur.
8051318	Bonswè Chikago.	819653	Bonsoir Chicago.
8051319	Bonswa Chikago	819653	Bonsoir Chicago.
8051345	Ès ou pawé ?	330331	Es-tu prêt ?
8051349	Désiné on mouton ban mwen.	548972	Dessine-moi un mouton.
8051356	An pè.	1111882	J'ai peur.
8051355	An swèf.	3636	J'ai soif.
8051375	Kaz an mwen pli gwan pasé ta'w.	8051377	Ma maison est plus grande que la tienne.
8051407	Èskizé nou, Èstéfann vlé mandé'w on biten.	8051409	Excusez-nous, Stéphane veut vous demander quelque chose.
8051496	Siléma-lasa ka fè yo pè.	8051498	Ce film leur fait peur.
8051502	Mwen ni santan.	8051504	J'ai cent ans.
8051508	An enmé zwazo.	8051512	J'aime les oiseaux.
8079641	Mwen anvi chyé.	8079642	J'ai envie de chier.
8079646	Lè i vwè chyen-la vin, i chyé bal.	8079650	Quand il a vu venir le chien, il s'est enfui à toutes jambes.
8079648	Lè an vwè chyen-la, an chyé kouwi.	8079651	Quand j'ai vu le chien, j'ai pris mes jambes à mon cou.
8079649	I chyé alakous.	8079652	Il prit ses jambes à son cou.
8079659	Chyen-la mòdé i.	8079660	Le chien l'a mordu.
8079664	An lévé a sétè d'maten.	8079667	Je me suis reveillé à sept heures du matin.
8079669	Yo dwèt pa té manjé asé.	8079670	Ils n'avaient pas dû manger assez.
8079671	Ou dwèt manjé sa.	8079673	Tu dois manger ça.
8079672	Ou pa té dwèt fè mwen sa.	8079674	Tu n'aurais pas dû me faire ça.
8079676	Pa dwété mwen !	8079678	Ne pointe pas ton doigt vers moi !
8079681	Ou dwètèt fen.	4373691	Tu dois avoir faim.
8079685	An pèd fil an mwen.	8079688	Je ne sais plus ce que je voulais dire.
8079686	I fè mwen pèd fil an mwen.	8079689	Il m'a fait perdre le fil de mes idées.
8079693	Ou ka fini anlè ou menm !	8079694	Tu es en train de maigrir !
8079696	I pa flanbo.	8079697	Il n'est pas brillant.
8079698	An santi on gout lapli, an k'ay kaché.	8079700	J'ai senti une goutte de pluie, je vais m'abriter.
8079702	Gouté manjé-la pou vwè si i ni bon sèl !	8079703	Goûte pour voir si c'est assez salé !
8079704	Fò gouvèlman kouté nou.	8079706	Le gouvernement doit nous écouter.
8079708	Ki gwad a'w ?	8079709	Quel est ton grade ?
8079710	Ka ki ou ?	1153665	Qui es-tu ?
8079711	Ka ki yo ?	3597142	Qui sont-ils ?
8079712	Ka ki la ?	1158571	Qui est là ?
8079713	Ka ou ka vwè ?	1844454	Que vois-tu ?
7820812	Ka sa yé ?	3094	Qu'est-ce que c'est ?
8079721	An pèd on koté soulyé.	8079724	J'ai perdu une chaussure.
8079725	An pèd on koté soulyé, sèten yo kaché i.	8079731	J'ai perdu une chaussure ; je suis sûr qu'on l'a cachée.
8079741	I tèlman kapon, i pa vlé sòti déyò lè swa.	8079743	Il est tellement froussard qu'il ne veut pas aller dehors le soir.
8079746	I foukan kawata.	8079749	Il s'est enfui à toute vitesse.
8079752	Pa fè i pè, ou sav byen i kawdyak.	8079753	Ne lui fais peur, tu sais bien qu'il est cardiaque.
8079754	Ban mwen fè on kawé bisiklèt !	8079755	Laisse-moi faire un tour de vélo !
8079757	Kawo-la two cho, ou ké bwilé lenj-la.	8079759	Le fer est trop chaud, tu vas brûler le linge.
8079761	Mèt dé kawòt an vyann-la !	8079764	Mets deux carottes avec la viande !
8079768	Kawousi a vwati la wouyé onlo.	8079769	La carrosserie de la voiture est toute rouillée.
8080528	Pa vin si mwen !	8080529	N'approche pas de moi !
8080532	Sa pa asiwé.	8080534	Ce n'est pas certain.
8080540	An k'ay bò d'lanmè.	5975730	Je vais à la plage.
8090878	Si ou ka di'y.	5750249	Si tu le dis.
8171023	Mwen twis san vou.	1675403	Je suis triste sans toi.
8171024	An twis san vou.	1675403	Je suis triste sans toi.
8206177	Latè sé pa on zétwal.	8206180	La Terre n'est pas une étoile.
8239787	Pwan gad.	6700463	Sois prudent.
8253509	Yo ka gadé'w.	6474141	Ils vous regardent.
8253522	Mwen ka hayi yo.	2433139	Je les déteste.
8253524	An ka hayi yo.	2433139	Je les déteste.
8253533	Liv la blan.	1854681	Le livre est blanc.
8253537	Siwano pala.	2887567	Cyrano n’est pas là.
8253544	An vlé achté on kado ban Tòm.	3685003	Je veux acheter un cadeau pour Tom.
8253545	An vlé gannyé on kado ban Tòm.	3685003	Je veux acheter un cadeau pour Tom.
8253548	An té ka chaché Anndi. Ès ou sav ki koté i yé ?	352318	Je cherchais Andy. Sais-tu où il est ?
8253554	Jwé'y.	6048094	Joue-le.
8253567	Ès i ka dòmi ?	672096	Il dort ?
8253570	Ès ou ka fimé ?	572831	Fumes-tu ?
8253575	Bon fèt !	530346	Joyeux anniversaire !
8253576	É'w ?	524693	Et toi ?
8253578	Bonjou misyé !	482478	Bonjour Monsieur !
8253579	Bonjou manmzèl !	482477	Bonjour Mademoiselle !
8253601	I kasé bwa a'y.	3258235	Il s'est cassé le bras.
8253604	Sé èspwé ou fè sa !	8253608	Tu l'as fait exprès !
8253614	Sé èspwé nou fè sa !	8253616	Nous l'avons fait exprès !
8253613	Sé èspwé an fè sa !	8253617	Je l'ai fait exprès !
8253612	Sé èspwé i fè sa !	8253619	Elle l'a fait exprès !
8253612	Sé èspwé i fè sa !	8253623	Il l'a fait exprès !
8253611	Sé èspwé yo fè sa !	8253624	Ils l'ont fait exprès !
8253611	Sé èspwé yo fè sa !	8253625	Elles l'ont fait exprès !
8253626	Pwan gad !	1850037	Sois prudent !
8253627	Yo ka manjé diwi.	8253640	Ils mangent du riz.
8253629	Yo ka manjé pen.	5041040	Ils mangent du pain.
8253629	Yo ka manjé pen.	8253644	Elles mangent du pain.
8253627	Yo ka manjé diwi.	8253646	Elles mangent du riz.
8253652	Yo ka bwè dlo on pil.	8253655	Ils boivent beaucoup d'eau.
8253652	Yo ka bwè dlo on pil.	8253657	Elles boivent beaucoup d'eau.
8253648	Yo ka bwè dlo.	5258078	Ils boivent de l'eau.
8253648	Yo ka bwè dlo.	5258077	Elles boivent de l'eau.
8253668	Kwiyé mwen !	1803391	Appelle-moi !
8253682	Bon lannywit !	427110	Bonne nuit !
8253693	Bonjou Chikago !	392054	Bonjour, Chicago !
8253700	Lannèj ka tonbé.	373752	Il neige.
8253704	Kwiyé'y.	130149	Téléphone-lui.
8253706	An nou palé anglé.	15033	Parlons anglais.
8253714	Aoyi ka dansé.	13882	Aoi danse.
8253570	Ès ou ka fimé ?	9778	Fumez-vous ?
8253720	Bonjou Mayk.	10829	Bonjour, Mike.
8253575	Bon fèt !	10913	Bon anniversaire !
8253723	Mwen ka kouwi.	6231	Je cours.
8253724	An ka kouwi.	6231	Je cours.
8253725	Lapli ka tonbé.	3686	Il pleut.
8253728	Bon Nwèl !	3543	Joyeux Noël !
8253731	Bay waka !	8090751	Applaudissez !
8253751	Koumansé.	7956660	Commencez.
8253760	Kwiyé.	7956606	Appelle.
8253760	Kwiyé.	7956607	Téléphonez.
8253760	Kwiyé.	7956605	Appelez.
8253765	Doubout.	7938998	Debout.
8253768	Dibout.	7938998	Debout.
8253769	Dèbou.	7938998	Debout.
8253771	Dansé !	7693760	Danse !
8253771	Dansé !	7693761	Dansez !
8253775	Asasinè !	7723686	Meurtrier !
8253779	Chanté !	6048091	Chante !
8253779	Chanté !	7693756	Chantez !
8253783	Chaché !	7679595	Cherche !
8253788	Pwiyédyé !	7546744	Prie !
8253791	Bi !	7477448	Goal !
8253792	Aséfyé !	7491988	Grâce !
8253794	Bonswè.	7579945	Bonsoir.
8253834	An nou dòmi !	5628479	Dormons !
8253836	Dòmi !	5699990	Dors !
8253836	Dòmi !	5699991	Dormez !
8253839	Chwazi !	5158377	Choisis !
8253839	Chwazi !	5158378	Choisissez !
8253802	Annou chanté !	4627990	Chantons !
8253844	I anvyolé mwen.	8253845	Il m'a violé.
8253844	I anvyolé mwen.	8253847	Elle m'a violé.
8253850	Papa mwen sé on chasè.	8253851	Mon père est chasseur.
8253853	An kontan'w.	3250	Je t'aime !
8253898	I ka chasé lapen.	8253901	Il chasse le lapin.
8253918	Yo fè on bonbon.	8253919	Ils ont fait un gâteau.
8253920	Yo ka fè on bonbon.	8253923	Ils font un gâteau.
8253920	Yo ka fè on bonbon.	8253925	Elles font un gâteau.
8253918	Yo fè on bonbon.	8253926	Elles ont fait un gâteau.
8254055	Limé bouji-la.	8254058	Allume la bougie.
8254055	Limé bouji-la.	8254059	Allumez la bougie.
8254060	An nou limé bouji la.	8254063	Allumons la bougie.
8254078	Mwen ka limé bouji-la.	8254091	J'allume la bougie.
8254079	Ou ka limé bouji-la.	8254096	Tu allumes la bougie.
8254080	I ka limé bouji-la.	8254097	Il allume la bougie.
8254080	I ka limé bouji-la.	8254098	Elle allume la bougie.
8254082	Nou ka limé bouji-la.	8254099	Nous allumons la bougie.
8254084	Zò ka limé bouji-la.	8254100	Vous allumez la bougie.
8254085	Yo ka limé bouji-la.	8254102	Ils allument la bougie.
8254085	Yo ka limé bouji-la.	8254105	Elles allument la bougie.
8254365	Gadé !	4625947	Regarde !
8254365	Gadé !	4625948	Regardez !
8254368	Kouwi !	906331	Cours !
7937731	Doubout !	4533928	Debout !
8039372	Dibout !	4533928	Debout !
8254372	Dèbout !	4533928	Debout !
8254375	Vin.	4320522	Venez.
8254376	Vini.	4320522	Venez.
8254382	Aséfyé.	4103144	Pouce.
8254388	Mantè.	4320277	Menteur.
8254390	Mantèz.	4320278	Menteuse.
8254375	Vin.	4320280	Viens.
8254376	Vini.	4320280	Viens.
8254397	Mantèz !	3983986	Menteuse !
8254398	Bonjou.	3557547	Bonjour.
8253798	Manjé !	3628833	Mange !
8253798	Manjé !	3628834	Mangez !
8254401	An nou bwè !	3645550	Buvons !
8254403	Si !	3841887	Si !
8254404	Si ?	3841890	Si ?
8254405	Byenvini.	3138579	Bienvenue.
8254406	An nou koumansé !	3213497	Débutons !
8254407	Nou kontan vwè zòt !	373296	Bienvenue !
8254410	An nou pwiyédyé !	2190208	Prions !
8254412	Mèsi.	2302907	Merci.
8254414	An nou palé !	2156193	Parlons !
8254419	An nou twavay !	2156194	Travaillons !
8254421	An nou bat !	2156194	Travaillons !
8047292	Vin !	1996169	Viens !
8047293	Vini !	1996169	Viens !
8047292	Vin !	2077418	Venez !
8047293	Vini !	2077418	Venez !
8253786	Wouvini !	1973491	Reviens !
8253786	Wouvini !	1973493	Revenez !
8255063	I ka manti.	4729641	Elles mentent.
8051361	Mwen pè.	1111882	J'ai peur.
8255075	An té ké vlé mandé'w on sèvis.	998673	Je voudrais te demander un service.
8255076	Mwen té ké vlé mandé'w on sèvis.	998673	Je voudrais te demander un service.
8255079	Mwen ké ay lè yo ka wouvini isit.	7055356	Je m'en irai lorsqu'ils reviendront ici.
8255081	An ké alé lè yo ka wouvini isit.	7055356	Je m'en irai lorsqu'ils reviendront ici.
8255082	Ès yo pé viv san lanmou ?	4637906	Peut-on vivre sans amour?
8255309	Ès ou ka konpwann ?	883779	Comprenez-vous ?
8255310	Bon fèt Pak !	858356	Joyeuses Pâques !
8255311	Bonjou Tòm.	857983	Bonjour, Tom.
8255312	Ès ou ka kouté ?	839676	Tu écoutes ?
8255312	Ès ou ka kouté ?	839677	Écoutes-tu ?
8255313	Ay dòmi !	679463	Va dormir !
8255315	Yo té najé.	489507	Ils nageaient.
8255315	Yo té najé.	489508	Elles nageaient.
8255316	Obiyé'y.	495941	Oubliez-le.
8255317	Bliyé'y.	495941	Oubliez-le.
8255318	Obliyé'y.	495941	Oubliez-le.
8255316	Obiyé'y.	495940	Oublie-le.
8255318	Obliyé'y.	495940	Oublie-le.
8255317	Bliyé'y.	495940	Oublie-le.
8255319	Mwen ké éséyé.	488750	J'essaierai.
8255320	An ké éséyé.	488750	J'essaierai.
8255321	Mwen ka koumansé.	429984	Je commence.
8255322	Ou ka manti.	384864	Tu mens.
8255323	Dakò.	395588	D'accord.
8255324	Mwen ka twavay.	333598	Je travaille.
8255325	Mwen ka sav.	134976	Je sais.
8255326	An ka sav.	134976	Je sais.
8255327	Wouvini dèmen.	135371	Revenez demain.
8255328	I ka éséyé.	130539	Il essaye.
8255063	I ka manti.	130785	Il ment.
8255329	I ké wouvini.	133434	Il reviendra.
8255330	I té pléwé.	134239	Elle pleurait.
8255331	An ka wouvini.	127968	Je reviens.
8255332	Mwen ka wouvini.	127968	Je reviens.
8255333	Ès ou ka twavay ?	14262	Travaillez-vous ?
8255335	Hélé !	8090756	Crie !
8255335	Hélé !	8090755	Criez !
8255336	Volé !	8090728	Volez !
8255336	Volé !	8090727	Vole !
8255338	Maché.	8090732	Marche.
8255338	Maché.	8090731	Marchez.
8253751	Koumansé.	7957931	Commence.
8253791	Bi !	1387298	But !
8255904	Koumansé !	1158329	Commence !
8255904	Koumansé !	1158332	Commencez !
8255905	Obiyé !	1181615	Oubliez !
8255906	Obliyé !	1181615	Oubliez !
8255907	Bliyé !	1181615	Oubliez !
8255907	Bliyé !	1181613	Oublie !
8255905	Obiyé !	1181613	Oublie !
8255906	Obliyé !	1181613	Oublie !
8256782	Sòti.	9480	Sors.
8256793	Lévé'w.	886122	Lève-toi.
8256999	Doubout oka.	7900200	Tiens-toi prêt.
8258045	Jézi vivan !	8258047	Jésus est vivant !
8258055	Ki koté i dwèt ay ?	8256932	Où doit-elle aller ?
8258056	Otila i dwèt ay ?	8256932	Où doit-elle aller ?
8258057	Ola i dwèt alé ?	8256932	Où doit-elle aller ?
8258059	Gounouy ka manjé tibèt.	8254204	Les grenouilles mangent des insectes.
8258061	Mwen pa sa fè sa démen.	8252920	Je ne peux pas faire ça demain.
8258063	An pé pa fè sa démen.	8252920	Je ne peux pas faire ça demain.
8258067	Tout moun ka sav ou ka manti.	8252915	Tout le monde sait que vous mentez.
8258073	Touvé ki koté pwoblèm la yé.	8252912	Trouvez où est le problème.
8258086	Ès zòt ni kwab ?	7739488	Vous avez des crabes ?
8261718	I vlé wivwè'y.	1341669	Elle veut le revoir.
8261719	I vlé wouvwè'y.	1341669	Elle veut le revoir.
8261720	Mwen ké achté sa.	4592123	J'achèterai ça.
8261721	An ké gannyé sa.	4592123	J'achèterai ça.
8261725	Mwen ni on chouval blan.	3990536	J'ai un cheval blanc.
8261727	Mwen ni on chival blan.	3990536	J'ai un cheval blanc.
8261728	Mwen ni on chèval blan.	3990536	J'ai un cheval blanc.
8261730	An ni on chival blan.	3990536	J'ai un cheval blanc.
8261731	Pouki ou pa enmé mwen ?	2212371	Pourquoi ne m'aimes-tu pas ?
8261732	I pa enmé mwen.	2281173	Il ne m'aime pas.
8261734	Mwen hayi tout moun.	4682016	Je déteste tout le monde.
8261738	An hayi tout moun.	4682016	Je déteste tout le monde.
8261740	Sè a'w ka dòmi.	5822121	Votre sœur est en train de dormir.
8261741	Ou té kouté.	2257362	Tu écoutais.
8261750	I kasé lanmen a'y.	7318286	Il s'est cassé la main.
8261756	I kasé men a'y.	7318286	Il s'est cassé la main.
8261761	Mwen enmé désiné.	6706	J'aime dessiner.
8261765	An enmé désiné.	6706	J'aime dessiner.
8261767	Ès ou enmé mwen ?	10405	M'aimes-tu ?
8261769	Ès ou enmé dansé ?	12586	Aimez-vous danser ?
8261775	Mwen enmé Hitomi.	127537	J'aime Hitomi.
8261777	An enmé Hitomi.	127537	J'aime Hitomi.
8261779	I enmé chasé.	132553	Il aime chasser.
8261784	Ès ou enmé chanté ?	342085	Aimes-tu chanter ?
8261785	I enmé'y.	348519	Il l'aime.
8261787	An pé enmé.	385061	Je peux aimer.
8261788	Mwen pé enmé.	385061	Je peux aimer.
8261767	Ès ou enmé mwen ?	477397	M'aimez-vous ?
8261791	I enmé kouwi.	489214	Elle aime courir.
8042199	I enmé chanté.	500280	Elle aime chanter.
8042199	I enmé chanté.	500281	Il aime chanter.
8261795	I enmé péché.	539041	Il aime pêcher.
8261797	Tòm enmé najé.	551932	Tom aime nager.
8042208	I enmé najé.	568780	Il aime nager.
8261801	Jézi enmé zòt.	823867	Jésus vous aime.
8261803	Mwen enmé yo.	888767	Je les aime.
8261804	An enmé yo.	888767	Je les aime.
8261809	Ès ou enmé étidyé ?	921339	Aimes-tu étudier ?
8261810	Ès ou enmé apwann ?	921339	Aimes-tu étudier ?
8261812	Ès zòt enmé étidyé ?	921340	Aimez-vous étudier ?
8261814	Ès zòt enmé apwann ?	921340	Aimez-vous étudier ?
8261784	Ès ou enmé chanté ?	939335	Vous aimez chanter ?
8261818	Ès zòt enmé chanté ?	1017074	Aimez-vous chanter ?
8261824	I ka enmé'y.	1152014	Elle l'aime.
8261826	Mwen enmé bayé.	1134512	J'aime bâiller.
8261828	An enmé bayé.	1134512	J'aime bâiller.
8261829	An enmé'y.	1189908	Je l'aime.
8261830	Mwen enmé'y.	1189908	Je l'aime.
8261831	Ès ou enmé najé ?	1254335	Aimes-tu nager ?
8261791	I enmé kouwi.	1313917	Il aime courir.
8261769	Ès ou enmé dansé ?	1434640	Aimes-tu danser ?
8261833	Ès zòt enmé dansé ?	1434636	Aimez-vous danser ?
8261767	Ès ou enmé mwen ?	1493780	Tu m'aimes ?
8261836	Tòm enmé chanté.	1495605	Tom aime chanter.
8261837	I enmé dòmi.	1679093	Elle aime dormir.
8261837	I enmé dòmi.	1679095	Il aime dormir.
8261841	Ès ou enmé Vagnè ?	2195941	Aimes-tu Wagner ?
8261842	Ès zòt enmé Vagnè ?	2195946	Aimez-vous Wagner ?
8042207	Ou enmé najé.	2296651	Tu aimes nager.
8042208	I enmé najé.	2296661	Elle aime nager.
8261844	Mawi enmé najé.	2296667	Marie aime nager.
8261846	Mawi enmé'w.	2352348	Mary t'aime.
8042209	Zòt enmé najé.	2296679	Vous aimez nager.
8261849	Tòm enmé'w.	2354814	Tom t'aime.
8261831	Ès ou enmé najé ?	2504939	Tu aimes nager ?
8261858	I enmé li.	3106242	Il aime lire.
8261860	Tòm enmé zòt.	3388006	Tom vous aime.
8261864	Ès ou enmé'y ?	3529953	L'aimes-tu ?
8261874	Ou ké enmé Tòm.	4005731	Tu aimeras Tom.
8261809	Ès ou enmé étidyé ?	4112376	Aimes-tu étudier ?
8261810	Ès ou enmé apwann ?	4112376	Aimes-tu étudier ?
8261877	Yo enmé Tòm.	4244985	Ils aimaient Tom.
8261878	Ou té enmé najé.	4434648	Tu aimais nager.
8261879	Zòt té enmé najé.	4434650	Vous aimiez nager.
8261880	Mawika té enmé dansé.	4452111	Marika aimait danser.
8261882	Ou enmé'y !	4599618	Tu l'aimes !
8261884	An enmé fè lékòl.	4681968	J'aime enseigner.
8261885	Mwen enmé fè lékòl.	4681968	J'aime enseigner.
8261887	Tòm enmé li.	4764171	Tom aime lire.
8261785	I enmé'y.	4765022	Elle l'aimait.
8261888	I enmé nou.	4904382	Il nous aime.
8261892	Ès ou enmé jwé ?	4930419	Aimez-vous jouer ?
8261893	Tòm enmé péché.	5146482	Tom aime pêcher.
8261894	Mwen té enmé'y.	5171783	Je l'aimais.
8261895	An té enmé'y.	5171783	Je l'aimais.
8261896	Bondyé enmé'w.	5241677	Dieu t'aime.
8261897	Mwen enmé étidyé.	5244709	J'aime étudier.
7914970	An enmé apwann.	5244709	J'aime étudier.
8261898	I enmé'w.	5244718	Il t'aime.
8261899	Mwen té enmé zòt.	5257680	Je vous aimais.
8261900	An té enmé zòt.	5257680	Je vous aimais.
8261901	I enmé Mawi.	5257682	Elle aimait Marie.
8261902	Mawi enmé Tòm.	5257685	Marie aimait Tom.
8261903	Yo té enmé Mawi.	5257688	Elles aimaient Marie.
8261903	Yo té enmé Mawi.	5257689	Ils aimaient Marie.
8261906	Ès ou té enmé Tòm ?	5257695	Aimais-tu Tom ?
8261907	Ès zòt té enmé Tòm ?	5257696	Aimiez-vous Tom ?
8261858	I enmé li.	5331149	Elle aime lire.
8261908	Jan enmé Mawi.	5335075	Jean aime Marie.
